# PSIBLAST 2.12.0+
# Iteration: 1
# Query: B1AJI8.1 RecName: Full=Uracil-DNA glycosylase; Short=UDG [Ureaplasma parvum serovar 3 str. ATCC 27815] >Q9PPU2.1 RecName: Full=Uracil-DNA glycosylase; Short=UDG [Ureaplasma parvum serovar 3 str. ATCC 700970]
# Database: ../../data/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 306 hits found
B1AJI8.1	B1AJI8.1	100.000	212	0	0	1	212	1	212	1.12e-157	437
B1AJI8.1	B5ZC55.1	88.679	212	24	0	1	212	1	212	5.61e-143	400
B1AJI8.1	Q5R080.1	45.116	215	115	2	1	212	1	215	1.33e-60	191
B1AJI8.1	A0Q7Y8.1	46.759	216	111	4	1	212	1	216	1.44e-58	186
B1AJI8.1	Q4L3Q7.1	43.662	213	119	1	1	212	1	213	2.99e-58	185
B1AJI8.1	A4IWI7.1	46.296	216	112	4	1	212	1	216	6.05e-58	185
B1AJI8.1	C6DC11.1	45.622	217	112	4	1	212	5	220	1.16e-57	184
B1AJI8.1	B0UWA7.1	44.860	214	114	3	3	212	4	217	1.60e-57	184
B1AJI8.1	A0KMZ1.1	43.925	214	116	3	3	212	4	217	1.89e-57	183
B1AJI8.1	P97931.3	46.479	213	111	2	3	212	91	303	1.90e-57	186
B1AJI8.1	B3ERG6.1	45.283	212	114	2	3	212	9	220	2.49e-57	183
B1AJI8.1	P57807.1	43.458	214	117	3	3	212	4	217	4.61e-57	182
B1AJI8.1	A6VLV4.1	44.393	214	115	3	3	212	4	217	4.66e-57	182
B1AJI8.1	Q65VN0.1	46.512	215	109	4	3	212	4	217	5.11e-57	182
B1AJI8.1	A0M1V1.1	48.131	214	106	4	3	212	9	221	6.54e-57	182
B1AJI8.1	Q3BNI2.1	51.892	185	83	3	32	212	44	226	1.42e-56	182
B1AJI8.1	A1JKI8.1	44.444	216	116	4	1	212	5	220	1.73e-56	181
B1AJI8.1	A7NAN4.1	45.622	217	112	4	1	212	1	216	2.12e-56	181
B1AJI8.1	A5F5R5.1	43.519	216	118	3	1	212	5	220	2.69e-56	181
B1AJI8.1	Q8PFZ6.1	51.892	185	83	3	32	212	44	226	4.45e-56	181
B1AJI8.1	B4RLL6.1	43.458	214	117	3	3	212	4	217	5.30e-56	180
B1AJI8.1	A4SK71.1	42.991	214	118	3	3	212	4	217	6.20e-56	179
B1AJI8.1	A9LZA2.1	43.458	214	117	3	3	212	4	217	6.95e-56	179
B1AJI8.1	A1KU26.1	43.458	214	117	3	3	212	4	217	6.95e-56	179
B1AJI8.1	Q6D208.1	44.700	217	114	4	1	212	5	220	8.38e-56	179
B1AJI8.1	Q7MNR0.2	43.056	216	119	3	1	212	5	220	1.03e-55	179
B1AJI8.1	A3MZ80.1	44.860	214	114	3	3	212	4	217	1.13e-55	179
B1AJI8.1	B6YR15.1	42.925	212	119	2	3	212	9	220	1.42e-55	179
B1AJI8.1	Q5HRG5.1	42.254	213	122	1	1	212	1	213	1.45e-55	178
B1AJI8.1	A6TCJ2.1	42.130	216	121	3	1	212	5	220	1.66e-55	179
B1AJI8.1	A7GVX1.1	45.540	213	113	3	2	212	13	224	1.70e-55	179
B1AJI8.1	Q9JUC4.1	43.458	214	117	3	3	212	4	217	2.09e-55	178
B1AJI8.1	B4F058.1	43.056	216	119	4	1	212	5	220	2.24e-55	178
B1AJI8.1	B9DKT3.1	44.444	216	113	3	1	212	1	213	3.90e-55	177
B1AJI8.1	B0RWT2.1	50.811	185	85	3	32	212	44	226	4.40e-55	178
B1AJI8.1	A6L7T5.1	41.784	213	122	2	2	212	8	220	5.13e-55	177
B1AJI8.1	C1DQR0.1	43.192	213	118	3	3	212	14	226	6.68e-55	177
B1AJI8.1	Q8CQ65.1	41.784	213	123	1	1	212	1	213	7.82e-55	177
B1AJI8.1	P13051.2	45.070	213	114	2	3	212	98	310	8.76e-55	179
B1AJI8.1	Q8A5V6.1	41.784	213	122	2	2	212	8	220	1.01e-54	176
B1AJI8.1	B2VEC7.1	42.130	216	121	4	1	212	5	220	1.22e-54	176
B1AJI8.1	P43731.1	42.991	214	118	3	3	212	4	217	1.70e-54	176
B1AJI8.1	Q8UCM8.1	42.723	213	119	3	3	212	16	228	2.08e-54	176
B1AJI8.1	Q87SC4.1	44.495	218	109	5	3	212	7	220	2.10e-54	176
B1AJI8.1	B5Z154.1	42.857	217	118	4	1	212	5	220	2.15e-54	176
B1AJI8.1	A8AD07.1	41.667	216	122	3	1	212	5	220	2.56e-54	176
B1AJI8.1	B8F6C3.1	43.458	214	118	3	2	212	3	216	3.08e-54	175
B1AJI8.1	Q49VD1.1	46.739	184	97	1	30	212	30	213	3.77e-54	175
B1AJI8.1	Q5L9D9.1	41.509	212	122	2	3	212	9	220	4.66e-54	175
B1AJI8.1	B9E8N2.1	41.935	217	117	4	1	212	1	213	6.47e-54	174
B1AJI8.1	A4WDE9.1	42.130	216	121	3	1	212	5	220	6.66e-54	175
B1AJI8.1	A9MGV9.1	42.130	216	121	3	1	212	5	220	1.13e-53	174
B1AJI8.1	B5F228.1	42.130	216	121	3	1	212	5	220	1.15e-53	174
B1AJI8.1	A8A392.1	42.396	217	119	4	1	212	5	220	1.33e-53	174
B1AJI8.1	B2SJF5.1	50.270	185	86	3	32	212	44	226	1.44e-53	174
B1AJI8.1	B7NRN6.1	42.857	217	118	4	1	212	5	220	1.49e-53	174
B1AJI8.1	Q0T1S6.1	42.396	217	119	4	1	212	5	220	1.85e-53	174
B1AJI8.1	Q6F9Y2.1	45.972	211	108	4	5	212	26	233	2.06e-53	174
B1AJI8.1	Q723S4.1	41.981	212	121	2	3	212	5	216	2.15e-53	173
B1AJI8.1	A3M500.2	48.148	189	95	3	27	212	45	233	2.50e-53	173
B1AJI8.1	A1AEB0.1	42.396	217	119	4	1	212	5	220	2.73e-53	173
B1AJI8.1	A9N0W3.1	41.667	216	122	3	1	212	5	220	2.82e-53	173
B1AJI8.1	A1VXG9.1	45.070	213	113	4	3	212	17	228	2.93e-53	173
B1AJI8.1	A5IQD5.1	41.784	213	123	1	1	212	1	213	3.03e-53	172
B1AJI8.1	Q2YS83.1	41.784	213	123	1	1	212	1	213	3.10e-53	172
B1AJI8.1	B0VD25.1	48.148	189	95	3	27	212	45	233	3.21e-53	173
B1AJI8.1	C4LC44.1	43.256	215	116	4	3	212	4	217	3.49e-53	172
B1AJI8.1	A7ZAZ4.1	44.340	212	115	3	3	212	14	224	3.77e-53	173
B1AJI8.1	B9KEK7.1	43.662	213	116	4	3	212	14	225	3.78e-53	173
B1AJI8.1	Q92LU5.1	40.845	213	123	3	3	212	11	223	4.58e-53	173
B1AJI8.1	Q8FF08.3	42.396	217	119	4	1	212	5	220	4.71e-53	172
B1AJI8.1	A0RM89.1	46.047	215	107	4	3	212	14	224	4.87e-53	172
B1AJI8.1	B5XNF8.1	41.204	216	123	3	1	212	5	220	5.18e-53	172
B1AJI8.1	A6M317.1	45.755	212	113	2	3	212	9	220	5.66e-53	172
B1AJI8.1	B0VMZ7.1	48.148	189	95	3	27	212	45	233	6.29e-53	172
B1AJI8.1	Q836Z5.1	42.453	212	120	2	3	212	9	220	6.78e-53	172
B1AJI8.1	A7I0A8.1	46.479	213	110	4	3	212	14	225	6.98e-53	172
B1AJI8.1	Q5HX80.1	45.070	213	113	4	3	212	17	228	7.87e-53	172
B1AJI8.1	Q8EB78.1	41.204	216	123	3	1	212	1	216	8.07e-53	171
B1AJI8.1	A6UDC0.1	41.315	213	122	3	3	212	11	223	8.32e-53	172
B1AJI8.1	Q6GBQ6.1	41.784	213	123	1	1	212	1	213	9.39e-53	171
B1AJI8.1	Q9PJ40.1	44.601	213	114	4	3	212	17	228	1.21e-52	171
B1AJI8.1	C4Z8Z2.1	42.991	214	119	3	2	212	7	220	1.38e-52	171
B1AJI8.1	B7LUY5.1	41.935	217	120	4	1	212	5	220	1.41e-52	171
B1AJI8.1	A5UBC0.1	42.523	214	119	3	3	212	4	217	1.45e-52	171
B1AJI8.1	A8GI39.1	41.667	216	122	3	1	212	5	220	1.58e-52	171
B1AJI8.1	Q2NS03.1	41.667	216	122	3	1	212	5	220	1.61e-52	171
B1AJI8.1	Q9PA28.2	42.273	220	112	5	2	212	21	234	1.76e-52	172
B1AJI8.1	A8FJP1.1	44.131	213	115	4	3	212	17	228	1.90e-52	171
B1AJI8.1	Q4QPM6.1	42.056	214	120	3	3	212	4	217	2.33e-52	170
B1AJI8.1	A8EWN8.1	43.256	215	119	2	1	212	1	215	2.52e-52	170
B1AJI8.1	B2RHL6.1	42.254	213	120	2	3	212	10	222	4.95e-52	170
B1AJI8.1	B7MYL3.1	42.396	217	119	4	1	212	5	220	5.12e-52	170
