# PSIBLAST 2.12.0+
# Iteration: 1
# Query: P39615.1 RecName: Full=Uracil-DNA glycosylase; Short=UDG [Bacillus subtilis subsp. subtilis str. 168]
# Database: ../../data/swissprot
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 307 hits found
P39615.1	P39615.1	100.000	225	0	0	1	225	1	225	2.39e-170	470
P39615.1	A7ZA24.1	88.444	225	26	0	1	225	1	225	4.51e-154	429
P39615.1	Q65DN9.1	82.667	225	39	0	1	225	1	225	9.74e-144	403
P39615.1	A8FIM7.1	73.333	225	60	0	1	225	1	225	5.40e-130	368
P39615.1	A7GVE5.1	68.444	225	71	0	1	225	1	225	1.22e-117	337
P39615.1	C5D9T3.1	69.820	222	67	0	4	225	3	224	4.10e-115	330
P39615.1	B7GMM1.1	67.556	225	73	0	1	225	1	225	7.58e-115	330
P39615.1	A4ITQ2.1	68.468	222	70	0	4	225	3	224	2.16e-113	326
P39615.1	Q5KUD0.1	68.018	222	71	0	4	225	3	224	2.38e-113	326
P39615.1	Q836Z5.1	68.304	224	71	0	1	224	1	224	4.12e-111	320
P39615.1	A9VSJ0.1	65.333	225	78	0	1	225	1	225	1.02e-107	311
P39615.1	Q630K2.1	64.000	225	81	0	1	225	1	225	1.97e-107	311
P39615.1	B7HYF9.1	64.000	225	81	0	1	225	1	225	2.43e-107	311
P39615.1	Q9K682.1	64.865	222	78	0	4	225	3	224	3.40e-107	310
P39615.1	Q6HAN7.1	65.333	225	78	0	1	225	1	225	4.89e-107	310
P39615.1	A0RLI1.1	65.333	225	78	0	1	225	1	225	5.00e-107	310
P39615.1	Q72X51.1	64.000	225	81	0	1	225	1	225	9.34e-107	309
P39615.1	B7JHM3.1	64.889	225	79	0	1	225	1	225	1.63e-106	308
P39615.1	C3LFS7.1	64.889	225	79	0	1	225	1	225	1.78e-106	308
P39615.1	B8FSV8.1	65.471	223	76	1	3	225	2	223	2.44e-106	308
P39615.1	B7HG60.1	63.556	225	82	0	1	225	1	225	1.02e-104	304
P39615.1	B2TQZ9.1	62.667	225	84	0	1	225	1	225	6.23e-104	302
P39615.1	C0Z887.1	64.414	222	79	0	1	222	1	222	8.42e-104	302
P39615.1	B7IRS8.1	63.111	225	83	0	1	225	1	225	1.13e-103	301
P39615.1	Q5WAZ9.1	63.014	219	81	0	4	222	3	221	4.40e-102	298
P39615.1	Q0TUH0.1	61.778	225	86	0	1	225	1	225	4.39e-101	295
P39615.1	A6M317.1	60.000	225	90	0	1	225	1	225	7.26e-101	294
P39615.1	Q0SWB8.1	61.333	225	87	0	1	225	1	225	5.56e-100	292
P39615.1	A8MM35.1	59.821	224	90	0	1	224	1	224	1.12e-99	291
P39615.1	Q8XNR7.1	60.889	225	88	0	1	225	1	225	1.59e-99	291
P39615.1	A5VIJ2.1	61.818	220	84	0	1	220	1	220	2.73e-99	290
P39615.1	Q88YG1.1	59.821	224	90	0	1	224	1	224	1.52e-96	283
P39615.1	Q92CI1.1	58.824	221	91	0	5	225	4	224	1.93e-96	283
P39615.1	B1I012.1	57.589	224	93	1	1	222	1	224	4.58e-96	282
P39615.1	B2GAM7.1	60.455	220	87	0	1	220	1	220	1.43e-95	281
P39615.1	Q720K2.1	58.371	221	92	0	5	225	4	224	1.56e-95	281
P39615.1	Q03GV8.1	60.360	222	88	0	1	222	1	222	4.53e-95	280
P39615.1	Q8Y7P6.1	57.919	221	93	0	5	225	4	224	5.85e-95	279
P39615.1	Q182G9.1	59.276	221	90	0	5	225	4	224	1.67e-94	278
P39615.1	A6TVW5.1	60.000	220	88	0	4	223	3	222	1.98e-94	278
P39615.1	Q8EPH6.1	57.143	224	96	0	1	224	1	224	8.95e-92	271
P39615.1	Q4ZPC2.1	58.559	222	91	1	5	225	9	230	1.80e-91	271
P39615.1	C1DQR0.1	59.276	221	89	1	5	224	10	230	5.33e-91	270
P39615.1	Q1I5T6.1	58.559	222	91	1	5	225	9	230	2.16e-90	268
P39615.1	Q87XE2.1	57.658	222	93	1	5	225	9	230	4.64e-90	267
P39615.1	Q4KGS0.1	57.658	222	93	1	5	225	9	230	5.71e-90	267
P39615.1	C1CXS7.1	58.371	221	90	2	1	220	21	240	8.45e-90	267
P39615.1	C3KDS6.1	57.078	219	93	1	5	222	9	227	1.16e-89	266
P39615.1	Q88N05.1	58.559	222	91	1	5	225	9	230	4.22e-89	265
P39615.1	Q3KGL4.1	57.604	217	91	1	5	220	9	225	2.37e-88	263
P39615.1	C4Z8Z2.1	54.260	223	101	1	4	225	3	225	2.50e-88	263
P39615.1	B3WCZ5.1	58.482	224	92	1	1	224	1	223	2.59e-88	263
P39615.1	Q74K70.1	60.000	220	87	1	1	220	1	219	4.38e-88	262
P39615.1	Q48ET5.1	57.604	217	91	1	5	220	9	225	9.93e-88	261
P39615.1	A5W8H2.1	57.658	222	93	1	5	225	9	230	1.61e-87	261
P39615.1	B0KV50.1	57.207	222	94	1	5	225	9	230	3.61e-87	260
P39615.1	Q03SK6.1	57.658	222	92	1	1	220	1	222	5.86e-87	259
P39615.1	B1YFL0.1	54.128	218	100	0	5	222	1	218	5.86e-87	259
P39615.1	B1J4J3.1	56.757	222	95	1	5	225	9	230	8.65e-87	259
P39615.1	A9KP29.1	52.915	223	104	1	4	225	3	225	1.06e-86	258
P39615.1	Q38VY5.1	55.455	220	97	1	1	220	1	219	1.37e-86	258
P39615.1	Q9RWH9.1	57.078	219	92	2	5	222	23	240	2.28e-86	258
P39615.1	Q827B3.1	51.351	222	107	1	4	225	6	226	5.98e-86	256
P39615.1	A6L7T5.1	55.000	220	99	0	1	220	1	220	9.84e-86	256
P39615.1	Q2NS03.1	55.605	223	95	3	1	221	1	221	1.97e-85	255
P39615.1	Q30Q92.1	54.587	218	99	0	5	222	6	223	2.58e-85	255
P39615.1	Q02HQ1.1	54.505	222	100	1	5	225	10	231	2.98e-85	255
P39615.1	A6VAM7.1	54.505	222	100	1	5	225	10	231	3.48e-85	255
P39615.1	B3ERG6.1	53.636	220	102	0	1	220	1	220	8.48e-85	253
P39615.1	Q5FL46.1	57.991	219	91	1	2	220	3	220	8.71e-85	254
P39615.1	Q04BG7.1	57.727	220	92	1	1	220	1	219	1.15e-84	253
P39615.1	Q1IWN1.1	55.963	218	95	1	5	222	22	238	1.38e-84	254
